depth	min	max	median	mean
554	5305	6656	5905	5925
555	5315	6667	5915	5934
556	5330	6675	5925	5944
557	5340	6684	5935	5953
558	5344	6691	5946	5963
559	5350	6702	5953	5972
560	5355	6712	5961	5981
561	5364	6722	5973	5991
562	5376	6730	5982	6001
563	5388	6736	5992	6010
564	5401	6746	6002	6020
565	5410	6755	6010	6030
566	5419	6764	6020	6039
567	5429	6773	6029	6049
568	5436	6783	6039	6058
569	5439	6798	6046	6068
570	5447	6813	6056	6077
571	5461	6822	6065	6087
572	5466	6832	6075	6096
573	5476	6844	6085	6105
574	5488	6855	6094	6115
575	5493	6867	6104	6124
576	5507	6874	6112	6134
577	5516	6882	6123	6143
578	5528	6889	6131	6152
579	5537	6898	6139	6162
580	5542	6905	6147	6171
581	5552	6915	6156	6181
582	5563	6925	6166	6190
583	5572	6936	6176	6200
584	5582	6947	6186	6210
585	5587	6957	6197	6219
586	5595	6976	6207	6229
587	5603	6981	6215	6238
588	5612	6991	6224	6248
589	5617	7004	6234	6257
590	5628	7019	6243	6267
591	5631	7030	6253	6276
592	5641	7039	6262	6286
593	5652	7052	6271	6295
594	5660	7067	6279	6305
595	5665	7078	6289	6314
596	5676	7091	6298	6324
597	5688	7104	6306	6333
598	5696	7116	6316	6343
599	5707	7125	6324	6352
600	5718	7139	6334	6362
601	5727	7147	6345	6371
602	5737	7153	6356	6380
603	5742	7166	6365	6390
604	5752	7174	6375	6399
605	5757	7182	6384	6408
606	5768	7190	6393	6418
607	5777	7202	6404	6427
608	5785	7216	6412	6436
609	5795	7222	6422	6446
610	5804	7230	6429	6455
611	5812	7242	6440	6464
612	5822	7255	6450	6474
613	5831	7270	6460	6484
614	5842	7285	6469	6493
615	5852	7292	6480	6503
616	5856	7297	6488	6512
617	5867	7310	6497	6521
618	5875	7316	6508	6531
619	5880	7322	6517	6540
620	5888	7333	6526	6549
621	5901	7341	6535	6559
622	5908	7353	6542	6568
623	5916	7359	6552	6578
624	5923	7373	6562	6587
625	5931	7386	6571	6597
626	5945	7401	6581	6606
627	5950	7408	6590	6616
628	5958	7421	6600	6625
629	5966	7431	6611	6634
630	5977	7437	6619	6644
631	5985	7447	6628	6653
632	5994	7457	6637	6662
633	6005	7468	6645	6671
634	6019	7479	6654	6680
635	6027	7484	6661	6689
636	6041	7493	6673	6698
637	6048	7500	6682	6708
638	6055	7514	6691	6717
639	6063	7526	6698	6727
640	6077	7537	6706	6736
641	6087	7545	6719	6746
642	6097	7551	6729	6755
643	6106	7557	6738	6764
644	6113	7563	6747	6774
645	6118	7569	6756	6783
646	6126	7581	6768	6793
647	6140	7590	6777	6802
648	6147	7607	6787	6812
649	6156	7617	6796	6821
650	6164	7634	6804	6831
651	6173	7645	6814	6841
652	6182	7651	6822	6850
653	6194	7661	6832	6859
654	6204	7674	6841	6869
655	6212	7688	6849	6878
656	6221	7699	6861	6888
657	6228	7713	6871	6897
658	6234	7724	6880	6906
659	6240	7735	6887	6915
660	6246	7743	6897	6925
661	6256	7750	6906	6934
662	6268	7759	6916	6944
663	6277	7769	6923	6954
664	6288	7779	6935	6963
665	6299	7795	6944	6973
666	6306	7802	6954	6983
667	6314	7809	6963	6992
668	6324	7823	6973	7002
669	6326	7839	6983	7012
670	6338	7848	6992	7021
671	6345	7858	7002	7031
672	6356	7866	7012	7040
673	6364	7874	7019	7050
674	6372	7883	7027	7060
675	6382	7896	7035	7069
676	6386	7904	7043	7078
677	6393	7915	7054	7088
678	6402	7933	7063	7097
679	6410	7944	7074	7106
680	6420	7956	7082	7116
681	6436	7963	7093	7125
682	6445	7970	7101	7134
683	6455	7986	7110	7143
684	6461	7994	7119	7152
685	6471	8004	7129	7161
686	6478	8012	7139	7171
687	6487	8020	7148	7180
688	6493	8035	7157	7190
689	6504	8046	7166	7200
690	6512	8054	7176	7209
691	6520	8060	7185	7219
692	6531	8066	7192	7228
693	6539	8077	7201	7237
694	6544	8082	7210	7246
695	6550	8094	7218	7256
696	6563	8101	7228	7265
697	6572	8115	7239	7275
698	6582	8123	7250	7284
699	6588	8129	7260	7293
700	6598	8133	7269	7303
701	6609	8149	7278	7312
702	6616	8157	7287	7321
703	6625	8165	7296	7331
704	6634	8176	7305	7340
705	6641	8190	7315	7349
706	6652	8199	7326	7359
707	6663	8207	7335	7368
708	6672	8218	7343	7377
709	6680	8226	7352	7386
710	6690	8233	7361	7395
711	6695	8244	7371	7405
712	6703	8255	7380	7414
713	6712	8264	7390	7424
714	6720	8275	7400	7433
715	6728	8286	7409	7442
716	6736	8298	7421	7452
717	6748	8304	7428	7461
718	6759	8312	7437	7470
719	6766	8321	7445	7480
720	6771	8333	7454	7489
721	6778	8337	7462	7499
722	6784	8347	7469	7508
723	6791	8367	7477	7517
724	6797	8377	7485	7527
725	6808	8395	7492	7536
726	6820	8401	7503	7545
727	6830	8412	7513	7554
728	6838	8422	7523	7563
729	6843	8431	7533	7573
730	6852	8439	7541	7582
731	6865	8447	7552	7591
732	6874	8455	7561	7601
733	6881	8468	7570	7610
734	6891	8478	7580	7620
735	6895	8492	7589	7629
736	6909	8500	7598	7639
737	6915	8515	7607	7649
738	6926	8523	7617	7658
