,times,sims,name,group,type,order
112,650,0.559237911,ava ngo,both,Standardisation 1,both (Stand. 1)
120,150,0.30630279,plu ngo,both,Standardisation 1,both (Stand. 1)
121,650,0.513064726,plu ngo,both,Standardisation 1,both (Stand. 1)
130,150,0.10713272,lot ngo,both,Standardisation 1,both (Stand. 1)
131,650,0.391450648,lot ngo,both,Standardisation 1,both (Stand. 1)
140,150,0.20943439,fin ngo,both,Standardisation 1,both (Stand. 1)
141,650,0.449381124,fin ngo,both,Standardisation 1,both (Stand. 1)
150,150,0.161429426,vol ngo,both,Standardisation 1,both (Stand. 1)
151,650,0.249821432,vol ngo,both,Standardisation 1,both (Stand. 1)
159,150,0.062820912,bon ngo,both,Standardisation 1,both (Stand. 1)
160,650,0.22143234,bon ngo,both,Standardisation 1,both (Stand. 1)
168,150,0.043710489,tag ngo,both,Standardisation 1,both (Stand. 1)
169,650,0.069585331,tag ngo,both,Standardisation 1,both (Stand. 1)
178,650,0.509679161,lou ngo,both,Standardisation 1,both (Stand. 1)
187,650,0.188826022,lan ngo,both,Standardisation 1,both (Stand. 1)
202,150,0.019316647,tuk wai,both,Standardisation 1,both (Stand. 1)
203,650,0.008159177,tuk wai,both,Standardisation 1,both (Stand. 1)
208,150,0.005962412,yac wai,both,Standardisation 1,both (Stand. 1)
209,650,0.00070922,yac wai,both,Standardisation 1,both (Stand. 1)
215,150,0.010769036,ava wai,both,Standardisation 1,both (Stand. 1)
216,650,0.011857708,ava wai,both,Standardisation 1,both (Stand. 1)
223,150,0.1470936,plu wai,both,Standardisation 1,both (Stand. 1)
224,650,0.066618394,plu wai,both,Standardisation 1,both (Stand. 1)
231,150,0,lot wai,both,Standardisation 1,both (Stand. 1)
232,650,0,lot wai,both,Standardisation 1,both (Stand. 1)
239,150,0.00407195,fin wai,both,Standardisation 1,both (Stand. 1)
240,650,0.012482975,fin wai,both,Standardisation 1,both (Stand. 1)
247,150,0.009051793,vol wai,both,Standardisation 1,both (Stand. 1)
248,650,0.001382621,vol wai,both,Standardisation 1,both (Stand. 1)
254,150,0.004981954,bon wai,both,Standardisation 1,both (Stand. 1)
255,650,0.008365019,bon wai,both,Standardisation 1,both (Stand. 1)
261,150,0.012711965,tag wai,both,Standardisation 1,both (Stand. 1)
262,650,0.001433857,tag wai,both,Standardisation 1,both (Stand. 1)
269,650,0.007874016,lou wai,both,Standardisation 1,both (Stand. 1)
276,650,0.002420126,lan wai,both,Standardisation 1,both (Stand. 1)
287,150,0.225057433,yac tuk,both,Standardisation 1,both (Stand. 1)
288,650,0.145209977,yac tuk,both,Standardisation 1,both (Stand. 1)
294,150,0.379026672,ava tuk,both,Standardisation 1,both (Stand. 1)
295,650,0.041008494,ava tuk,both,Standardisation 1,both (Stand. 1)
300,150,0.290795263,plu tuk,both,Standardisation 1,both (Stand. 1)
301,650,0.045015598,plu tuk,both,Standardisation 1,both (Stand. 1)
307,150,0.059513672,lot tuk,both,Standardisation 1,both (Stand. 1)
308,650,0.03670528,lot tuk,both,Standardisation 1,both (Stand. 1)
314,150,0.096835573,fin tuk,both,Standardisation 1,both (Stand. 1)
315,650,0.03670528,fin tuk,both,Standardisation 1,both (Stand. 1)
321,150,0.185974322,vol tuk,both,Standardisation 1,both (Stand. 1)
322,650,0.181344733,vol tuk,both,Standardisation 1,both (Stand. 1)
328,150,0.027697456,bon tuk,both,Standardisation 1,both (Stand. 1)
329,650,0.042310938,bon tuk,both,Standardisation 1,both (Stand. 1)
335,150,0.009462067,tag tuk,both,Standardisation 1,both (Stand. 1)
336,650,0.01045587,tag tuk,both,Standardisation 1,both (Stand. 1)
342,650,0.039781322,lou tuk,both,Standardisation 1,both (Stand. 1)
348,650,0.017602391,lan tuk,both,Standardisation 1,both (Stand. 1)
357,150,0.164188098,ava yac,both,Standardisation 1,both (Stand. 1)
358,650,0.23811701,ava yac,both,Standardisation 1,both (Stand. 1)
365,150,0.137235379,plu yac,both,Standardisation 1,both (Stand. 1)
366,650,0.105855948,plu yac,both,Standardisation 1,both (Stand. 1)
374,150,0.200420398,lot yac,both,Standardisation 1,both (Stand. 1)
375,650,0.361078402,lot yac,both,Standardisation 1,both (Stand. 1)
383,150,0.244585759,fin yac,both,Standardisation 1,both (Stand. 1)
384,650,0.184717695,fin yac,both,Standardisation 1,both (Stand. 1)
392,150,0.499477697,vol yac,both,Standardisation 1,both (Stand. 1)
393,650,0.601460534,vol yac,both,Standardisation 1,both (Stand. 1)
400,150,0.038209414,bon yac,both,Standardisation 1,both (Stand. 1)
401,650,0.10093531,bon yac,both,Standardisation 1,both (Stand. 1)
409,150,0.022392102,tag yac,both,Standardisation 1,both (Stand. 1)
410,650,0.021293233,tag yac,both,Standardisation 1,both (Stand. 1)
418,650,0.088614864,lou yac,both,Standardisation 1,both (Stand. 1)
426,650,0.051682377,lan yac,both,Standardisation 1,both (Stand. 1)
439,150,0.299401827,plu ava,both,Standardisation 1,both (Stand. 1)
440,650,0.373472961,plu ava,both,Standardisation 1,both (Stand. 1)
448,150,0.115140357,lot ava,both,Standardisation 1,both (Stand. 1)
449,650,0.247038016,lot ava,both,Standardisation 1,both (Stand. 1)
457,150,0.186455953,fin ava,both,Standardisation 1,both (Stand. 1)
458,650,0.35620832,fin ava,both,Standardisation 1,both (Stand. 1)
466,150,0.171755765,vol ava,both,Standardisation 1,both (Stand. 1)
467,650,0.256274372,vol ava,both,Standardisation 1,both (Stand. 1)
474,150,0.150314692,bon ava,both,Standardisation 1,both (Stand. 1)
475,650,0.267702234,bon ava,both,Standardisation 1,both (Stand. 1)
482,150,0.126339214,tag ava,both,Standardisation 1,both (Stand. 1)
483,650,0.062711188,tag ava,both,Standardisation 1,both (Stand. 1)
491,650,0.357442968,lou ava,both,Standardisation 1,both (Stand. 1)
499,650,0.188004313,lan ava,both,Standardisation 1,both (Stand. 1)
512,150,0.073174874,lot plu,both,Standardisation 1,both (Stand. 1)
513,650,0.189507882,lot plu,both,Standardisation 1,both (Stand. 1)
522,150,0.109685746,fin plu,both,Standardisation 1,both (Stand. 1)
523,650,0.263547916,fin plu,both,Standardisation 1,both (Stand. 1)
532,150,0.13785935,vol plu,both,Standardisation 1,both (Stand. 1)
533,650,0.139093117,vol plu,both,Standardisation 1,both (Stand. 1)
541,150,0.062245867,bon plu,both,Standardisation 1,both (Stand. 1)
542,650,0.134266928,bon plu,both,Standardisation 1,both (Stand. 1)
550,150,0.070558674,tag plu,both,Standardisation 1,both (Stand. 1)
551,650,0.050674988,tag plu,both,Standardisation 1,both (Stand. 1)
560,650,0.693650725,lou plu,both,Standardisation 1,both (Stand. 1)
569,650,0.06053359,lan plu,both,Standardisation 1,both (Stand. 1)
584,150,0.387796677,fin lot,both,Standardisation 1,both (Stand. 1)
585,650,0.455691505,fin lot,both,Standardisation 1,both (Stand. 1)
594,150,0.25114626,vol lot,both,Standardisation 1,both (Stand. 1)
595,650,0.246398209,vol lot,both,Standardisation 1,both (Stand. 1)
603,150,0.030572931,bon lot,both,Standardisation 1,both (Stand. 1)
604,650,0.126042652,bon lot,both,Standardisation 1,both (Stand. 1)
612,150,0.010008307,tag lot,both,Standardisation 1,both (Stand. 1)
613,650,0.018927445,tag lot,both,Standardisation 1,both (Stand. 1)
622,650,0.181324275,lou lot,both,Standardisation 1,both (Stand. 1)
631,650,0.058583826,lan lot,both,Standardisation 1,both (Stand. 1)
646,150,0.286512508,vol fin,both,Standardisation 1,both (Stand. 1)
647,650,0.209666837,vol fin,both,Standardisation 1,both (Stand. 1)
655,150,0.051207783,bon fin,both,Standardisation 1,both (Stand. 1)
656,650,0.136364684,bon fin,both,Standardisation 1,both (Stand. 1)
664,150,0.063843214,tag fin,both,Standardisation 1,both (Stand. 1)
665,650,0.035615469,tag fin,both,Standardisation 1,both (Stand. 1)
674,650,0.254667931,lou fin,both,Standardisation 1,both (Stand. 1)
683,650,0.180974287,lan fin,both,Standardisation 1,both (Stand. 1)
698,150,0.059111582,bon vol,both,Standardisation 1,both (Stand. 1)
699,650,0.127708477,bon vol,both,Standardisation 1,both (Stand. 1)
706,150,0.06024484,tag vol,both,Standardisation 1,both (Stand. 1)
707,650,0.026807517,tag vol,both,Standardisation 1,both (Stand. 1)
715,650,0.121172051,lou vol,both,Standardisation 1,both (Stand. 1)
723,650,0.074891716,lan vol,both,Standardisation 1,both (Stand. 1)
736,150,0.090531081,tag bon,both,Standardisation 1,both (Stand. 1)
737,650,0.126346783,tag bon,both,Standardisation 1,both (Stand. 1)
745,650,0.106051895,lou bon,both,Standardisation 1,both (Stand. 1)
753,650,0.23493857,lan bon,both,Standardisation 1,both (Stand. 1)
766,650,0.016555304,lou tag,both,Standardisation 1,both (Stand. 1)
775,650,0.064182607,lan tag,both,Standardisation 1,both (Stand. 1)
790,650,0.055887958,lan lou,both,Standardisation 1,both (Stand. 1)
3,1150,0.141276075,ngo aro,both,Standardisation 1,both (Stand. 1)
4,1650,0.023833825,ngo aro,both,Standardisation 1,both (Stand. 1)
5,2650,0.098052048,ngo aro,both,Standardisation 1,both (Stand. 1)
6,3150,0.056117903,ngo aro,both,Standardisation 1,both (Stand. 1)
20,1150,0.346555218,yac aro,both,Standardisation 1,both (Stand. 1)
21,1650,0.230217141,yac aro,both,Standardisation 1,both (Stand. 1)
22,2650,0.000381679,yac aro,both,Standardisation 1,both (Stand. 1)
23,3150,0.004518072,yac aro,both,Standardisation 1,both (Stand. 1)
26,1150,0.148761353,ava aro,both,Standardisation 1,both (Stand. 1)
27,1650,0.081476123,ava aro,both,Standardisation 1,both (Stand. 1)
28,2650,0.075242718,ava aro,both,Standardisation 1,both (Stand. 1)
29,3150,0.108295807,ava aro,both,Standardisation 1,both (Stand. 1)
33,1150,0.088699473,plu aro,both,Standardisation 1,both (Stand. 1)
34,1650,0.020958182,plu aro,both,Standardisation 1,both (Stand. 1)
35,2650,0,plu aro,both,Standardisation 1,both (Stand. 1)
36,3150,0.006012755,plu aro,both,Standardisation 1,both (Stand. 1)
40,1150,0.091690125,lot aro,both,Standardisation 1,both (Stand. 1)
41,1650,0,lot aro,both,Standardisation 1,both (Stand. 1)
42,2650,0,lot aro,both,Standardisation 1,both (Stand. 1)
43,3150,0,lot aro,both,Standardisation 1,both (Stand. 1)
47,1150,0.153882186,fin aro,both,Standardisation 1,both (Stand. 1)
48,1650,0.128134054,fin aro,both,Standardisation 1,both (Stand. 1)
49,2650,0.091287863,fin aro,both,Standardisation 1,both (Stand. 1)
50,3150,0.01760924,fin aro,both,Standardisation 1,both (Stand. 1)
54,1150,0.269584646,vol aro,both,Standardisation 1,both (Stand. 1)
55,2650,0.2421875,vol aro,both,Standardisation 1,both (Stand. 1)
56,3150,0.250246598,vol aro,both,Standardisation 1,both (Stand. 1)
60,1150,0.047076092,bon aro,both,Standardisation 1,both (Stand. 1)
61,1650,0.281319456,bon aro,both,Standardisation 1,both (Stand. 1)
62,2650,0.292952058,bon aro,both,Standardisation 1,both (Stand. 1)
63,3150,0.148002502,bon aro,both,Standardisation 1,both (Stand. 1)
66,1150,0.026986125,tag aro,both,Standardisation 1,both (Stand. 1)
67,1650,0.009815461,tag aro,both,Standardisation 1,both (Stand. 1)
68,2650,0.004354248,tag aro,both,Standardisation 1,both (Stand. 1)
69,3150,0.024099839,tag aro,both,Standardisation 1,both (Stand. 1)
72,1150,0.021729897,lou aro,both,Standardisation 1,both (Stand. 1)
73,1650,0.033782694,lou aro,both,Standardisation 1,both (Stand. 1)
74,2650,0.073117157,lou aro,both,Standardisation 1,both (Stand. 1)
75,3150,0.02426274,lou aro,both,Standardisation 1,both (Stand. 1)
78,1150,0.007109583,lan aro,both,Standardisation 1,both (Stand. 1)
79,1650,0.011627907,lan aro,both,Standardisation 1,both (Stand. 1)
80,2650,0.001594896,lan aro,both,Standardisation 1,both (Stand. 1)
81,3150,0.004201681,lan aro,both,Standardisation 1,both (Stand. 1)
104,1150,0.196652636,yac ngo,both,Standardisation 1,both (Stand. 1)
105,1650,0.027971877,yac ngo,both,Standardisation 1,both (Stand. 1)
106,2150,0.057543626,yac ngo,both,Standardisation 1,both (Stand. 1)
107,2650,0.006151873,yac ngo,both,Standardisation 1,both (Stand. 1)
108,3150,0.007466348,yac ngo,both,Standardisation 1,both (Stand. 1)
113,1150,0.376533352,ava ngo,both,Standardisation 1,both (Stand. 1)
114,1650,0.292912028,ava ngo,both,Standardisation 1,both (Stand. 1)
115,2150,0.366413132,ava ngo,both,Standardisation 1,both (Stand. 1)
116,2650,0.420080303,ava ngo,both,Standardisation 1,both (Stand. 1)
117,3150,0.169234898,ava ngo,both,Standardisation 1,both (Stand. 1)
122,1150,0.549993284,plu ngo,both,Standardisation 1,both (Stand. 1)
123,1650,0.320055936,plu ngo,both,Standardisation 1,both (Stand. 1)
124,2150,0.196041289,plu ngo,both,Standardisation 1,both (Stand. 1)
125,2650,0.132743363,plu ngo,both,Standardisation 1,both (Stand. 1)
126,3150,0.195988991,plu ngo,both,Standardisation 1,both (Stand. 1)
132,1150,0.22854425,lot ngo,both,Standardisation 1,both (Stand. 1)
133,1650,0,lot ngo,both,Standardisation 1,both (Stand. 1)
134,2150,0.082663964,lot ngo,both,Standardisation 1,both (Stand. 1)
135,2650,0.003584229,lot ngo,both,Standardisation 1,both (Stand. 1)
136,3150,0.173274576,lot ngo,both,Standardisation 1,both (Stand. 1)
142,1150,0.197912685,fin ngo,both,Standardisation 1,both (Stand. 1)
143,1650,0.048764462,fin ngo,both,Standardisation 1,both (Stand. 1)
144,2150,0.062073852,fin ngo,both,Standardisation 1,both (Stand. 1)
145,2650,0.06422456,fin ngo,both,Standardisation 1,both (Stand. 1)
146,3150,0.020112654,fin ngo,both,Standardisation 1,both (Stand. 1)
152,1150,0.174952683,vol ngo,both,Standardisation 1,both (Stand. 1)
153,2150,0.168309669,vol ngo,both,Standardisation 1,both (Stand. 1)
154,2650,0.161532111,vol ngo,both,Standardisation 1,both (Stand. 1)
155,3150,0.108193066,vol ngo,both,Standardisation 1,both (Stand. 1)
161,1150,0.078399106,bon ngo,both,Standardisation 1,both (Stand. 1)
162,1650,0.043554618,bon ngo,both,Standardisation 1,both (Stand. 1)
163,2150,0.239714005,bon ngo,both,Standardisation 1,both (Stand. 1)
164,2650,0.195981993,bon ngo,both,Standardisation 1,both (Stand. 1)
165,3150,0.112290387,bon ngo,both,Standardisation 1,both (Stand. 1)
170,1150,0.062241989,tag ngo,both,Standardisation 1,both (Stand. 1)
171,1650,0.046165227,tag ngo,both,Standardisation 1,both (Stand. 1)
172,2150,0.076525367,tag ngo,both,Standardisation 1,both (Stand. 1)
173,2650,0.067627509,tag ngo,both,Standardisation 1,both (Stand. 1)
174,3150,0.030611486,tag ngo,both,Standardisation 1,both (Stand. 1)
179,1150,0.741559068,lou ngo,both,Standardisation 1,both (Stand. 1)
180,1650,0.807904119,lou ngo,both,Standardisation 1,both (Stand. 1)
181,2150,0.494371501,lou ngo,both,Standardisation 1,both (Stand. 1)
182,2650,0.28850439,lou ngo,both,Standardisation 1,both (Stand. 1)
183,3150,0.150577212,lou ngo,both,Standardisation 1,both (Stand. 1)
188,1150,0.08765542,lan ngo,both,Standardisation 1,both (Stand. 1)
189,1650,0.06674769,lan ngo,both,Standardisation 1,both (Stand. 1)
190,2650,0.146428146,lan ngo,both,Standardisation 1,both (Stand. 1)
191,3150,0.112747422,lan ngo,both,Standardisation 1,both (Stand. 1)
359,1150,0.174909049,ava yac,both,Standardisation 1,both (Stand. 1)
360,1650,0.087092541,ava yac,both,Standardisation 1,both (Stand. 1)
361,2150,0.073200918,ava yac,both,Standardisation 1,both (Stand. 1)
362,2650,0.012248047,ava yac,both,Standardisation 1,both (Stand. 1)
363,3150,0.031650797,ava yac,both,Standardisation 1,both (Stand. 1)
367,1150,0.143994936,plu yac,both,Standardisation 1,both (Stand. 1)
368,1650,0.030732683,plu yac,both,Standardisation 1,both (Stand. 1)
369,2150,0.015185809,plu yac,both,Standardisation 1,both (Stand. 1)
370,2650,0.011536844,plu yac,both,Standardisation 1,both (Stand. 1)
371,3150,0.031762354,plu yac,both,Standardisation 1,both (Stand. 1)
376,1150,0.13226122,lot yac,both,Standardisation 1,both (Stand. 1)
377,1650,0,lot yac,both,Standardisation 1,both (Stand. 1)
378,2150,0.048426828,lot yac,both,Standardisation 1,both (Stand. 1)
379,2650,0.022220612,lot yac,both,Standardisation 1,both (Stand. 1)
380,3150,0,lot yac,both,Standardisation 1,both (Stand. 1)
385,1150,0.165026179,fin yac,both,Standardisation 1,both (Stand. 1)
386,1650,0.107142403,fin yac,both,Standardisation 1,both (Stand. 1)
387,2150,0.02209474,fin yac,both,Standardisation 1,both (Stand. 1)
388,2650,0.000381679,fin yac,both,Standardisation 1,both (Stand. 1)
389,3150,0,fin yac,both,Standardisation 1,both (Stand. 1)
394,1150,0.488821515,vol yac,both,Standardisation 1,both (Stand. 1)
395,2150,0.110185673,vol yac,both,Standardisation 1,both (Stand. 1)
396,2650,0.133062101,vol yac,both,Standardisation 1,both (Stand. 1)
397,3150,0.178581517,vol yac,both,Standardisation 1,both (Stand. 1)
402,1150,0.052350077,bon yac,both,Standardisation 1,both (Stand. 1)
403,1650,0.235532492,bon yac,both,Standardisation 1,both (Stand. 1)
404,2150,0.058592068,bon yac,both,Standardisation 1,both (Stand. 1)
405,2650,0.002000983,bon yac,both,Standardisation 1,both (Stand. 1)
406,3150,0.011252446,bon yac,both,Standardisation 1,both (Stand. 1)
411,1150,0.017953494,tag yac,both,Standardisation 1,both (Stand. 1)
412,1650,0.012140649,tag yac,both,Standardisation 1,both (Stand. 1)
413,2150,0.003695499,tag yac,both,Standardisation 1,both (Stand. 1)
414,2650,0.001663731,tag yac,both,Standardisation 1,both (Stand. 1)
415,3150,0.001056217,tag yac,both,Standardisation 1,both (Stand. 1)
419,1150,0.071483658,lou yac,both,Standardisation 1,both (Stand. 1)
420,1650,0.038745175,lou yac,both,Standardisation 1,both (Stand. 1)
421,2150,0.076731475,lou yac,both,Standardisation 1,both (Stand. 1)
422,2650,0.00723337,lou yac,both,Standardisation 1,both (Stand. 1)
423,3150,0.027542968,lou yac,both,Standardisation 1,both (Stand. 1)
427,1150,0.051643113,lan yac,both,Standardisation 1,both (Stand. 1)
428,1650,0.058084318,lan yac,both,Standardisation 1,both (Stand. 1)
429,2650,0.048261704,lan yac,both,Standardisation 1,both (Stand. 1)
430,3150,0.041748382,lan yac,both,Standardisation 1,both (Stand. 1)
441,1150,0.252296661,plu ava,both,Standardisation 1,both (Stand. 1)
442,1650,0.251121315,plu ava,both,Standardisation 1,both (Stand. 1)
443,2150,0.138750526,plu ava,both,Standardisation 1,both (Stand. 1)
444,2650,0.137597732,plu ava,both,Standardisation 1,both (Stand. 1)
445,3150,0.081045532,plu ava,both,Standardisation 1,both (Stand. 1)
450,1150,0.422455591,lot ava,both,Standardisation 1,both (Stand. 1)
451,1650,0.252293817,lot ava,both,Standardisation 1,both (Stand. 1)
452,2150,0.241496135,lot ava,both,Standardisation 1,both (Stand. 1)
453,2650,0.15776699,lot ava,both,Standardisation 1,both (Stand. 1)
454,3150,0.012987013,lot ava,both,Standardisation 1,both (Stand. 1)
459,1150,0.238800846,fin ava,both,Standardisation 1,both (Stand. 1)
460,1650,0.153799456,fin ava,both,Standardisation 1,both (Stand. 1)
461,2150,0.113804658,fin ava,both,Standardisation 1,both (Stand. 1)
462,2650,0.07038835,fin ava,both,Standardisation 1,both (Stand. 1)
463,3150,0.030596253,fin ava,both,Standardisation 1,both (Stand. 1)
468,1150,0.146991656,vol ava,both,Standardisation 1,both (Stand. 1)
469,2150,0.179265042,vol ava,both,Standardisation 1,both (Stand. 1)
470,2650,0.126558363,vol ava,both,Standardisation 1,both (Stand. 1)
471,3150,0.081812702,vol ava,both,Standardisation 1,both (Stand. 1)
476,1150,0.10335732,bon ava,both,Standardisation 1,both (Stand. 1)
477,1650,0.102165561,bon ava,both,Standardisation 1,both (Stand. 1)
478,2150,0.259132533,bon ava,both,Standardisation 1,both (Stand. 1)
479,2650,0.163109958,bon ava,both,Standardisation 1,both (Stand. 1)
480,3150,0.113436869,bon ava,both,Standardisation 1,both (Stand. 1)
484,1150,0.063550277,tag ava,both,Standardisation 1,both (Stand. 1)
485,1650,0.188425953,tag ava,both,Standardisation 1,both (Stand. 1)
486,2150,0.239511097,tag ava,both,Standardisation 1,both (Stand. 1)
487,2650,0.166153926,tag ava,both,Standardisation 1,both (Stand. 1)
488,3150,0.099427732,tag ava,both,Standardisation 1,both (Stand. 1)
492,1150,0.186891024,lou ava,both,Standardisation 1,both (Stand. 1)
493,1650,0.261398399,lou ava,both,Standardisation 1,both (Stand. 1)
494,2150,0.208816257,lou ava,both,Standardisation 1,both (Stand. 1)
495,2650,0.260768066,lou ava,both,Standardisation 1,both (Stand. 1)
496,3150,0.16128617,lou ava,both,Standardisation 1,both (Stand. 1)
500,1150,0.206712721,lan ava,both,Standardisation 1,both (Stand. 1)
501,1650,0.218661572,lan ava,both,Standardisation 1,both (Stand. 1)
502,2650,0.149513789,lan ava,both,Standardisation 1,both (Stand. 1)
503,3150,0.094594527,lan ava,both,Standardisation 1,both (Stand. 1)
514,1150,0.223792439,lot plu,both,Standardisation 1,both (Stand. 1)
515,1650,0,lot plu,both,Standardisation 1,both (Stand. 1)
516,2150,0.006496776,lot plu,both,Standardisation 1,both (Stand. 1)
517,2650,0,lot plu,both,Standardisation 1,both (Stand. 1)
518,3150,0.086273833,lot plu,both,Standardisation 1,both (Stand. 1)
524,1150,0.120304179,fin plu,both,Standardisation 1,both (Stand. 1)
525,1650,0.023548218,fin plu,both,Standardisation 1,both (Stand. 1)
526,2150,0.011901234,fin plu,both,Standardisation 1,both (Stand. 1)
527,2650,0,fin plu,both,Standardisation 1,both (Stand. 1)
528,3150,0.002314815,fin plu,both,Standardisation 1,both (Stand. 1)
534,1150,0.14002556,vol plu,both,Standardisation 1,both (Stand. 1)
535,2150,0.109381984,vol plu,both,Standardisation 1,both (Stand. 1)
536,2650,0.215339233,vol plu,both,Standardisation 1,both (Stand. 1)
537,3150,0.099519145,vol plu,both,Standardisation 1,both (Stand. 1)
543,1150,0.060073698,bon plu,both,Standardisation 1,both (Stand. 1)
544,1650,0.039253231,bon plu,both,Standardisation 1,both (Stand. 1)
545,2150,0.124558558,bon plu,both,Standardisation 1,both (Stand. 1)
546,2650,0.040105812,bon plu,both,Standardisation 1,both (Stand. 1)
547,3150,0.070690731,bon plu,both,Standardisation 1,both (Stand. 1)
552,1150,0.067617294,tag plu,both,Standardisation 1,both (Stand. 1)
553,1650,0.055458037,tag plu,both,Standardisation 1,both (Stand. 1)
554,2150,0.047263511,tag plu,both,Standardisation 1,both (Stand. 1)
555,2650,0.100478554,tag plu,both,Standardisation 1,both (Stand. 1)
556,3150,0.067501954,tag plu,both,Standardisation 1,both (Stand. 1)
561,1150,0.581397265,lou plu,both,Standardisation 1,both (Stand. 1)
562,1650,0.421988294,lou plu,both,Standardisation 1,both (Stand. 1)
563,2150,0.272945478,lou plu,both,Standardisation 1,both (Stand. 1)
564,2650,0.290198964,lou plu,both,Standardisation 1,both (Stand. 1)
565,3150,0.215200787,lou plu,both,Standardisation 1,both (Stand. 1)
570,1150,0.063603825,lan plu,both,Standardisation 1,both (Stand. 1)
571,1650,0.037250617,lan plu,both,Standardisation 1,both (Stand. 1)
572,2650,0.119828937,lan plu,both,Standardisation 1,both (Stand. 1)
573,3150,0.075478349,lan plu,both,Standardisation 1,both (Stand. 1)
586,1150,0.318935349,fin lot,both,Standardisation 1,both (Stand. 1)
587,1650,0.134526017,fin lot,both,Standardisation 1,both (Stand. 1)
588,2150,0.196414072,fin lot,both,Standardisation 1,both (Stand. 1)
589,2650,0,fin lot,both,Standardisation 1,both (Stand. 1)
590,3150,0.079085116,fin lot,both,Standardisation 1,both (Stand. 1)
596,1150,0.108561267,vol lot,both,Standardisation 1,both (Stand. 1)
597,2150,0.058042213,vol lot,both,Standardisation 1,both (Stand. 1)
598,2650,0.024147727,vol lot,both,Standardisation 1,both (Stand. 1)
599,3150,0.033755274,vol lot,both,Standardisation 1,both (Stand. 1)
605,1150,0.047477101,bon lot,both,Standardisation 1,both (Stand. 1)
606,1650,0,bon lot,both,Standardisation 1,both (Stand. 1)
607,2150,0.051731496,bon lot,both,Standardisation 1,both (Stand. 1)
608,2650,0,bon lot,both,Standardisation 1,both (Stand. 1)
609,3150,0.027638752,bon lot,both,Standardisation 1,both (Stand. 1)
614,1150,0.008235285,tag lot,both,Standardisation 1,both (Stand. 1)
615,1650,0.002024937,tag lot,both,Standardisation 1,both (Stand. 1)
616,2150,0.011509543,tag lot,both,Standardisation 1,both (Stand. 1)
617,2650,0,tag lot,both,Standardisation 1,both (Stand. 1)
618,3150,0.008400689,tag lot,both,Standardisation 1,both (Stand. 1)
623,1150,0.160093371,lou lot,both,Standardisation 1,both (Stand. 1)
624,1650,0.000376506,lou lot,both,Standardisation 1,both (Stand. 1)
625,2150,0.05801944,lou lot,both,Standardisation 1,both (Stand. 1)
626,2650,0,lou lot,both,Standardisation 1,both (Stand. 1)
627,3150,0.013715539,lou lot,both,Standardisation 1,both (Stand. 1)
632,1150,0.044383137,lan lot,both,Standardisation 1,both (Stand. 1)
633,1650,0,lan lot,both,Standardisation 1,both (Stand. 1)
634,2650,0,lan lot,both,Standardisation 1,both (Stand. 1)
635,3150,0.096436828,lan lot,both,Standardisation 1,both (Stand. 1)
648,1150,0.15412709,vol fin,both,Standardisation 1,both (Stand. 1)
649,2150,0.023071047,vol fin,both,Standardisation 1,both (Stand. 1)
650,2650,0.063578565,vol fin,both,Standardisation 1,both (Stand. 1)
651,3150,0,vol fin,both,Standardisation 1,both (Stand. 1)
657,1150,0.062231304,bon fin,both,Standardisation 1,both (Stand. 1)
658,1650,0.100768394,bon fin,both,Standardisation 1,both (Stand. 1)
659,2150,0.037999686,bon fin,both,Standardisation 1,both (Stand. 1)
660,2650,0.064816189,bon fin,both,Standardisation 1,both (Stand. 1)
661,3150,0,bon fin,both,Standardisation 1,both (Stand. 1)
666,1150,0.031946064,tag fin,both,Standardisation 1,both (Stand. 1)
667,1650,0.051530164,tag fin,both,Standardisation 1,both (Stand. 1)
668,2150,0.049668443,tag fin,both,Standardisation 1,both (Stand. 1)
669,2650,0.026905353,tag fin,both,Standardisation 1,both (Stand. 1)
670,3150,0.004222139,tag fin,both,Standardisation 1,both (Stand. 1)
675,1150,0.053679822,lou fin,both,Standardisation 1,both (Stand. 1)
676,1650,0.037553267,lou fin,both,Standardisation 1,both (Stand. 1)
677,2150,0.03297628,lou fin,both,Standardisation 1,both (Stand. 1)
678,2650,0.061171185,lou fin,both,Standardisation 1,both (Stand. 1)
679,3150,0.001096491,lou fin,both,Standardisation 1,both (Stand. 1)
684,1150,0.05729837,lan fin,both,Standardisation 1,both (Stand. 1)
685,1650,0.062411987,lan fin,both,Standardisation 1,both (Stand. 1)
686,2650,0.001594896,lan fin,both,Standardisation 1,both (Stand. 1)
687,3150,0.010834465,lan fin,both,Standardisation 1,both (Stand. 1)
700,1150,0.067501592,bon vol,both,Standardisation 1,both (Stand. 1)
701,2150,0.231773454,bon vol,both,Standardisation 1,both (Stand. 1)
702,2650,0.271298034,bon vol,both,Standardisation 1,both (Stand. 1)
703,3150,0.164815891,bon vol,both,Standardisation 1,both (Stand. 1)
708,1150,0.038822547,tag vol,both,Standardisation 1,both (Stand. 1)
709,2150,0.018541546,tag vol,both,Standardisation 1,both (Stand. 1)
710,2650,0.023016835,tag vol,both,Standardisation 1,both (Stand. 1)
711,3150,0.029007953,tag vol,both,Standardisation 1,both (Stand. 1)
716,1150,0.04894748,lou vol,both,Standardisation 1,both (Stand. 1)
717,2150,0.154334804,lou vol,both,Standardisation 1,both (Stand. 1)
