,times,sims,name,group,type,order
5531,1650,0.181408906,tag plu,both,Standardisation 2,both (Stand. 2)
5541,2150,0.092038838,tag plu,both,Standardisation 2,both (Stand. 2)
5551,2650,0.552132813,tag plu,both,Standardisation 2,both (Stand. 2)
5561,3150,0.423355252,tag plu,both,Standardisation 2,both (Stand. 2)
5611,1150,0.584286268,lou plu,both,Standardisation 2,both (Stand. 2)
5621,1650,0.423203858,lou plu,both,Standardisation 2,both (Stand. 2)
5631,2150,0.273706616,lou plu,both,Standardisation 2,both (Stand. 2)
5641,2650,0.302013908,lou plu,both,Standardisation 2,both (Stand. 2)
5651,3150,0.218200514,lou plu,both,Standardisation 2,both (Stand. 2)
5701,1150,0.083284732,lan plu,both,Standardisation 2,both (Stand. 2)
5711,1650,0.048735634,lan plu,both,Standardisation 2,both (Stand. 2)
5721,2650,0.347388439,lan plu,both,Standardisation 2,both (Stand. 2)
5731,3150,0.176202447,lan plu,both,Standardisation 2,both (Stand. 2)
5861,1150,0.323459813,fin lot,both,Standardisation 2,both (Stand. 2)
5871,1650,0.13592673,fin lot,both,Standardisation 2,both (Stand. 2)
5881,2150,0.197772574,fin lot,both,Standardisation 2,both (Stand. 2)
5891,2650,0,fin lot,both,Standardisation 2,both (Stand. 2)
5901,3150,0.083957478,fin lot,both,Standardisation 2,both (Stand. 2)
5961,1150,0.186643576,vol lot,both,Standardisation 2,both (Stand. 2)
5971,2150,0.058042213,vol lot,both,Standardisation 2,both (Stand. 2)
5981,2650,0.126420455,vol lot,both,Standardisation 2,both (Stand. 2)
5991,3150,0.164556962,vol lot,both,Standardisation 2,both (Stand. 2)
6051,1150,0.047477101,bon lot,both,Standardisation 2,both (Stand. 2)
6061,1650,0,bon lot,both,Standardisation 2,both (Stand. 2)
6071,2150,0.050912495,bon lot,both,Standardisation 2,both (Stand. 2)
6081,2650,0,bon lot,both,Standardisation 2,both (Stand. 2)
6091,3150,0.031370096,bon lot,both,Standardisation 2,both (Stand. 2)
6141,1150,0.155908404,tag lot,both,Standardisation 2,both (Stand. 2)
6151,1650,0.002024937,tag lot,both,Standardisation 2,both (Stand. 2)
6161,2150,0,tag lot,both,Standardisation 2,both (Stand. 2)
6171,2650,0,tag lot,both,Standardisation 2,both (Stand. 2)
6181,3150,0.008400689,tag lot,both,Standardisation 2,both (Stand. 2)
6231,1150,0.16334982,lou lot,both,Standardisation 2,both (Stand. 2)
6241,1650,0.00037679,lou lot,both,Standardisation 2,both (Stand. 2)
6251,2150,0.058025117,lou lot,both,Standardisation 2,both (Stand. 2)
6261,2650,0.001572327,lou lot,both,Standardisation 2,both (Stand. 2)
6271,3150,0.013988102,lou lot,both,Standardisation 2,both (Stand. 2)
6321,1150,0.050263859,lan lot,both,Standardisation 2,both (Stand. 2)
6331,1650,0.030487805,lan lot,both,Standardisation 2,both (Stand. 2)
6341,2650,0.03201072,lan lot,both,Standardisation 2,both (Stand. 2)
6351,3150,0.112241329,lan lot,both,Standardisation 2,both (Stand. 2)
6481,1150,0.200973146,vol fin,both,Standardisation 2,both (Stand. 2)
6491,2150,0.056531704,vol fin,both,Standardisation 2,both (Stand. 2)
6501,2650,0.063578565,vol fin,both,Standardisation 2,both (Stand. 2)
6511,3150,0.035938633,vol fin,both,Standardisation 2,both (Stand. 2)
6571,1150,0.062231304,bon fin,both,Standardisation 2,both (Stand. 2)
6581,1650,0.101595933,bon fin,both,Standardisation 2,both (Stand. 2)
6591,2150,0.037180685,bon fin,both,Standardisation 2,both (Stand. 2)
6601,2650,0.063578565,bon fin,both,Standardisation 2,both (Stand. 2)
6611,3150,0.003731343,bon fin,both,Standardisation 2,both (Stand. 2)
6661,1150,0.067355379,tag fin,both,Standardisation 2,both (Stand. 2)
6671,1650,0.056127601,tag fin,both,Standardisation 2,both (Stand. 2)
6681,2150,0.0381589,tag fin,both,Standardisation 2,both (Stand. 2)
6691,2650,0,tag fin,both,Standardisation 2,both (Stand. 2)
6701,3150,0,tag fin,both,Standardisation 2,both (Stand. 2)
6751,1150,0.055884654,lou fin,both,Standardisation 2,both (Stand. 2)
6761,1650,0.037561779,lou fin,both,Standardisation 2,both (Stand. 2)
6771,2150,0.034388343,lou fin,both,Standardisation 2,both (Stand. 2)
6781,2650,0.062607973,lou fin,both,Standardisation 2,both (Stand. 2)
6791,3150,0.001096491,lou fin,both,Standardisation 2,both (Stand. 2)
6841,1150,0.067237161,lan fin,both,Standardisation 2,both (Stand. 2)
6851,1650,0.093467007,lan fin,both,Standardisation 2,both (Stand. 2)
6861,2650,0.001618123,lan fin,both,Standardisation 2,both (Stand. 2)
6871,3150,0.012921403,lan fin,both,Standardisation 2,both (Stand. 2)
7001,1150,0.096104296,bon vol,both,Standardisation 2,both (Stand. 2)
7011,2150,0.258521189,bon vol,both,Standardisation 2,both (Stand. 2)
7021,2650,0.282823406,bon vol,both,Standardisation 2,both (Stand. 2)
7031,3150,0.19097998,bon vol,both,Standardisation 2,both (Stand. 2)
7081,1150,0.054315663,tag vol,both,Standardisation 2,both (Stand. 2)
7091,2150,0.371922595,tag vol,both,Standardisation 2,both (Stand. 2)
7101,2650,0.407359979,tag vol,both,Standardisation 2,both (Stand. 2)
7111,3150,0.317193607,tag vol,both,Standardisation 2,both (Stand. 2)
7161,1150,0.050278626,lou vol,both,Standardisation 2,both (Stand. 2)
7171,2150,0.153729349,lou vol,both,Standardisation 2,both (Stand. 2)
7181,2650,0.157914441,lou vol,both,Standardisation 2,both (Stand. 2)
7191,3150,0.07099279,lou vol,both,Standardisation 2,both (Stand. 2)
7241,1150,0.222684985,lan vol,both,Standardisation 2,both (Stand. 2)
7251,2650,0.298071753,lan vol,both,Standardisation 2,both (Stand. 2)
7261,3150,0.159623414,lan vol,both,Standardisation 2,both (Stand. 2)
7381,1150,0.101516318,tag bon,both,Standardisation 2,both (Stand. 2)
7391,1650,0.060402737,tag bon,both,Standardisation 2,both (Stand. 2)
7401,2150,0.104897235,tag bon,both,Standardisation 2,both (Stand. 2)
7411,2650,0.069817957,tag bon,both,Standardisation 2,both (Stand. 2)
7421,3150,0.179434222,tag bon,both,Standardisation 2,both (Stand. 2)
7461,1150,0.029794397,lou bon,both,Standardisation 2,both (Stand. 2)
7471,1650,0.050056876,lou bon,both,Standardisation 2,both (Stand. 2)
7481,2150,0.227333079,lou bon,both,Standardisation 2,both (Stand. 2)
7491,2650,0.172605918,lou bon,both,Standardisation 2,both (Stand. 2)
7501,3150,0.104242912,lou bon,both,Standardisation 2,both (Stand. 2)
7541,1150,0.099149603,lan bon,both,Standardisation 2,both (Stand. 2)
7551,1650,0.030739436,lan bon,both,Standardisation 2,both (Stand. 2)
7561,2650,0.082935132,lan bon,both,Standardisation 2,both (Stand. 2)
7571,3150,0.130954128,lan bon,both,Standardisation 2,both (Stand. 2)
7671,1150,0.445037005,lou tag,both,Standardisation 2,both (Stand. 2)
7681,1650,0.142841642,lou tag,both,Standardisation 2,both (Stand. 2)
7691,2150,0.099449643,lou tag,both,Standardisation 2,both (Stand. 2)
7701,2650,0.152278492,lou tag,both,Standardisation 2,both (Stand. 2)
7711,3150,0.116333075,lou tag,both,Standardisation 2,both (Stand. 2)
7761,1150,0.089151047,lan tag,both,Standardisation 2,both (Stand. 2)
7771,1650,0.256765286,lan tag,both,Standardisation 2,both (Stand. 2)
7781,2650,0.345947184,lan tag,both,Standardisation 2,both (Stand. 2)
7791,3150,0.201410346,lan tag,both,Standardisation 2,both (Stand. 2)
7911,1150,0.036957634,lan lou,both,Standardisation 2,both (Stand. 2)
7921,1650,0.03109764,lan lou,both,Standardisation 2,both (Stand. 2)
7931,2650,0.169043899,lan lou,both,Standardisation 2,both (Stand. 2)
7941,3150,0.095208298,lan lou,both,Standardisation 2,both (Stand. 2)
