depth	min	max	median	mean
858	31052	37800	35979	35651
859	31083	37827	35998	35673
860	31096	37841	36019	35695
861	31149	37868	36041	35717
862	31176	37889	36068	35739
863	31182	37906	36083	35761
864	31187	37929	36101	35783
865	31212	37946	36117	35805
866	31246	37962	36138	35827
867	31279	38000	36157	35849
868	31312	38039	36178	35871
869	31345	38077	36205	35893
870	31367	38098	36223	35915
871	31377	38112	36241	35938
872	31389	38123	36270	35960
873	31400	38138	36297	35982
874	31412	38155	36319	36004
875	31424	38169	36341	36026
876	31446	38182	36366	36049
877	31514	38201	36388	36071
878	31532	38221	36410	36093
879	31543	38238	36432	36115
880	31554	38262	36455	36137
881	31560	38291	36475	36160
882	31570	38305	36494	36183
883	31610	38320	36513	36206
884	31645	38334	36538	36228
885	31656	38355	36560	36251
886	31670	38379	36583	36274
887	31710	38410	36602	36297
888	31724	38439	36622	36320
889	31766	38465	36639	36342
890	31828	38499	36658	36365
891	31850	38525	36682	36388
892	31878	38536	36703	36410
893	31917	38553	36722	36432
894	31955	38570	36742	36455
895	31979	38587	36766	36477
896	32022	38605	36784	36500
897	32072	38625	36802	36522
898	32113	38645	36817	36544
899	32149	38666	36834	36567
900	32187	38700	36860	36589
901	32200	38715	36882	36612
902	32213	38732	36903	36634
903	32226	38768	36932	36656
904	32246	38799	36951	36678
905	32258	38824	36974	36701
906	32269	38840	36996	36723
907	32296	38857	37018	36745
908	32313	38874	37037	36768
909	32336	38897	37060	36790
910	32358	38931	37081	36812
911	32396	38957	37101	36835
912	32434	38979	37124	36859
913	32466	38989	37147	36882
914	32471	39007	37170	36905
915	32479	39027	37187	36928
916	32521	39045	37213	36951
917	32554	39075	37238	36975
918	32581	39108	37262	36998
919	32593	39132	37288	37021
920	32657	39157	37313	37044
921	32672	39177	37330	37066
922	32677	39190	37348	37088
923	32706	39201	37369	37110
924	32722	39223	37389	37132
925	32732	39244	37414	37154
926	32756	39266	37436	37175
927	32779	39292	37460	37197
928	32804	39308	37477	37219
929	32828	39326	37501	37241
930	32852	39349	37523	37263
931	32873	39372	37546	37284
932	32894	39388	37567	37304
933	32905	39418	37590	37325
934	32922	39437	37608	37346
935	32934	39470	37633	37366
936	32960	39492	37653	37387
937	32986	39522	37675	37408
938	32999	39544	37691	37428
939	33015	39568	37711	37449
940	33051	39592	37728	37470
941	33080	39615	37751	37491
942	33122	39637	37773	37512
943	33136	39656	37793	37532
944	33145	39674	37813	37553
945	33167	39695	37833	37574
946	33182	39722	37856	37595
947	33211	39741	37879	37616
948	33235	39766	37900	37637
949	33249	39789	37925	37658
950	33261	39812	37948	37679
951	33268	39824	37971	37699
952	33299	39840	37990	37720
953	33337	39857	38010	37741
954	33374	39878	38028	37761
955	33400	39894	38043	37782
956	33416	39909	38057	37802
957	33432	39926	38078	37823
958	33449	39937	38097	37843
959	33474	39955	38117	37864
960	33493	39972	38141	37885
961	33514	39999	38160	37905
962	33527	40026	38181	37926
963	33579	40036	38203	37946
964	33608	40062	38224	37966
965	33637	40088	38245	37987
966	33649	40113	38264	38007
967	33656	40134	38282	38028
968	33664	40158	38299	38048
969	33689	40175	38317	38068
970	33727	40197	38336	38089
971	33734	40212	38353	38110
972	33742	40237	38379	38130
973	33749	40244	38397	38151
974	33767	40258	38422	38172
975	33805	40270	38446	38193
976	33830	40281	38470	38214
977	33844	40296	38491	38234
978	33875	40315	38510	38255
979	33908	40333	38529	38276
980	33916	40346	38549	38297
981	33951	40366	38568	38317
982	33971	40390	38589	38338
983	33995	40412	38609	38359
984	34041	40422	38633	38379
985	34076	40439	38658	38400
986	34096	40460	38679	38420
987	34110	40480	38698	38441
988	34124	40498	38715	38461
989	34138	40520	38733	38482
990	34152	40547	38755	38502
991	34175	40567	38772	38523
992	34226	40576	38795	38543
993	34273	40597	38815	38563
994	34284	40607	38831	38583
995	34313	40618	38845	38603
996	34325	40642	38864	38623
997	34337	40657	38883	38643
998	34358	40689	38905	38664
999	34378	40699	38924	38684
1000	34380	40720	38941	38704
1001	34384	40740	38961	38724
1002	34416	40766	38984	38745
1003	34440	40796	39009	38765
1004	34450	40819	39026	38785
1005	34463	40840	39048	38806
1006	34466	40861	39068	38826
1007	34473	40874	39092	38846
